conflict_name,start_year,end_year,theater,battle_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,treaty,key_leader,equipment_focus,notes
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Support,663.09,406.18,2681.93,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Verdun,Belgium,Allied Powers,Air,751.77,530.27,161.36,Middle East,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Marne,Serbia,Allied Powers,Support,649.34,26.69,1124.68,Italian Front,Allied Victory,Treaty of Sevres,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Gallipoli,United States,Allied Powers,Support,331.69,568.3,2954.1,Balkans,Allied Victory,Treaty of Trianon,Enver Pasha,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Marne,Austria-Hungary,Central Powers,Belligerent,577.42,524.53,1685.9,Balkans,Allied Victory,Armistice of 1918,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Gallipoli,United States,Allied Powers,Air,133.47,262.76,2841.92,Italian Front,Allied Victory,Treaty of Sevres,David Lloyd George,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Tannenberg,Russia,Allied Powers,Naval,895.08,225.26,133.15,Naval,Allied Victory,Treaty of Trianon,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Caporetto,Germany,Central Powers,Naval,404.29,3.65,283.72,Middle East,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Ypres,Austria-Hungary,Central Powers,Belligerent,43.93,252.19,2392.0,Middle East,Allied Victory,Treaty of Versailles,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Marne,Austria-Hungary,Central Powers,Naval,2.41,212.01,1733.46,Balkans,Allied Victory,Treaty of Versailles,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Caporetto,United Kingdom,Allied Powers,Naval,882.95,152.56,97.91,Naval,Allied Victory,Treaty of Trianon,Georges Clemenceau,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Somme,Italy,Allied Powers,Air,305.35,385.86,2499.63,Italian Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Somme,Austria-Hungary,Central Powers,Support,40.38,120.08,173.62,Air,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Western Front,Ypres,Austria-Hungary,Central Powers,Expeditionary,776.06,29.16,1984.41,Western Front,Allied Victory,Treaty of Versailles,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Jutland,Italy,Allied Powers,Support,447.09,298.77,2776.72,Air,Allied Victory,Treaty of Trianon,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Marne,Belgium,Allied Powers,Expeditionary,289.77,48.5,1999.71,Naval,Allied Victory,Treaty of Sevres,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Tannenberg,United States,Allied Powers,Belligerent,654.41,547.01,1863.81,Air,Allied Victory,Treaty of Trianon,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Tannenberg,Belgium,Allied Powers,Support,857.56,86.1,1842.34,Naval,Allied Victory,Treaty of Versailles,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Africa,Jutland,Serbia,Allied Powers,Belligerent,544.98,407.6,2849.03,Africa,Allied Victory,Treaty of Sevres,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Tannenberg,Austria-Hungary,Central Powers,Support,864.51,16.04,598.84,Naval,Allied Victory,Treaty of Sevres,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Ypres,Serbia,Allied Powers,Expeditionary,624.89,599.18,640.53,Air,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Africa,Tannenberg,France,Allied Powers,Air,488.41,534.85,2561.52,Africa,Allied Victory,Treaty of Trianon,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Ypres,United States,Allied Powers,Belligerent,325.45,343.58,1428.85,Italian Front,Allied Victory,Treaty of Saint-Germain,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Caporetto,Belgium,Allied Powers,Naval,692.48,494.09,267.56,Naval,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Marne,Ottoman Empire,Central Powers,Air,819.73,33.72,416.28,Italian Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Gallipoli,France,Allied Powers,Expeditionary,177.48,573.83,859.63,Africa,Allied Victory,Armistice of 1918,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Italian Front,Tannenberg,Serbia,Allied Powers,Belligerent,742.89,17.51,184.11,Italian Front,Allied Victory,Treaty of Trianon,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Gallipoli,Austria-Hungary,Central Powers,Naval,221.15,484.51,1247.97,Air,Allied Victory,Treaty of Versailles,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Caporetto,United States,Allied Powers,Support,306.83,86.63,2591.38,Naval,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Ypres,United States,Allied Powers,Belligerent,241.46,149.13,335.59,Africa,Allied Victory,Treaty of Sevres,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Tannenberg,Serbia,Allied Powers,Expeditionary,171.66,96.03,2988.11,Italian Front,Allied Victory,Treaty of Sevres,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Caporetto,Russia,Allied Powers,Support,525.43,29.67,880.0,Naval,Allied Victory,Treaty of Sevres,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Marne,Austria-Hungary,Central Powers,Expeditionary,687.71,219.88,1231.72,Naval,Allied Victory,Armistice of 1918,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Caporetto,Belgium,Allied Powers,Expeditionary,742.95,374.13,1852.58,Naval,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Ypres,Serbia,Allied Powers,Air,361.85,24.63,164.8,Italian Front,Allied Victory,Treaty of Sevres,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Tannenberg,Germany,Central Powers,Naval,891.56,443.72,932.74,Africa,Allied Victory,Armistice of 1918,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Somme,Italy,Allied Powers,Expeditionary,606.75,587.95,1771.92,Air,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Marne,Belgium,Allied Powers,Air,697.37,228.42,2473.9,Air,Allied Victory,Treaty of Versailles,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Western Front,Caporetto,Italy,Allied Powers,Naval,137.14,414.45,1260.61,Western Front,Allied Victory,Treaty of Sevres,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Tannenberg,United States,Allied Powers,Air,339.77,574.03,1406.01,Balkans,Allied Victory,Treaty of Trianon,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Ypres,Austria-Hungary,Central Powers,Air,269.35,564.92,2947.67,Balkans,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Tannenberg,Belgium,Allied Powers,Expeditionary,259.72,344.3,1652.41,Air,Allied Victory,Treaty of Trianon,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Gallipoli,France,Allied Powers,Expeditionary,831.68,393.76,2254.65,Western Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Verdun,Serbia,Allied Powers,Air,216.11,30.93,2720.29,Italian Front,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Verdun,Germany,Central Powers,Belligerent,868.1,586.76,515.93,Air,Allied Victory,Treaty of Sevres,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Middle East,Somme,France,Allied Powers,Air,209.77,443.34,2558.48,Middle East,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Caporetto,Germany,Central Powers,Expeditionary,789.19,6.06,1725.49,Naval,Allied Victory,Treaty of Trianon,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Gallipoli,Russia,Allied Powers,Belligerent,298.29,438.81,1962.44,Air,Allied Victory,Treaty of Versailles,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Jutland,Ottoman Empire,Central Powers,Air,295.81,240.8,331.39,Italian Front,Allied Victory,Treaty of Sevres,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Ypres,United States,Allied Powers,Expeditionary,858.68,181.52,2182.5,Naval,Allied Victory,Treaty of Trianon,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Eastern Front,Caporetto,Austria-Hungary,Central Powers,Support,365.47,301.76,2690.6,Eastern Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Marne,United States,Allied Powers,Support,410.03,593.31,1152.19,Balkans,Allied Victory,Treaty of Sevres,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Eastern Front,Caporetto,Belgium,Allied Powers,Expeditionary,71.21,338.72,232.19,Eastern Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Caporetto,France,Allied Powers,Support,645.51,293.55,2701.72,Africa,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Western Front,Caporetto,Austria-Hungary,Central Powers,Belligerent,356.96,489.96,2250.12,Western Front,Allied Victory,Treaty of Versailles,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Western Front,Verdun,United States,Allied Powers,Belligerent,259.09,108.4,449.52,Western Front,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Marne,Italy,Allied Powers,Belligerent,161.45,322.59,1610.09,Eastern Front,Allied Victory,Treaty of Versailles,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Jutland,Russia,Allied Powers,Support,415.1,93.5,606.02,Naval,Allied Victory,Treaty of Versailles,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Ypres,France,Allied Powers,Belligerent,534.96,268.14,2032.47,Balkans,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Balkans,Ypres,United Kingdom,Allied Powers,Support,454.0,173.91,2456.57,Balkans,Allied Victory,Treaty of Trianon,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Marne,Belgium,Allied Powers,Support,372.79,165.45,1692.32,Middle East,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Western Front,Tannenberg,Ottoman Empire,Central Powers,Air,287.54,250.09,490.19,Western Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Gallipoli,Germany,Central Powers,Naval,823.35,337.65,2904.97,Balkans,Allied Victory,Armistice of 1918,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Balkans,Tannenberg,France,Allied Powers,Naval,762.57,55.93,2187.52,Balkans,Allied Victory,Treaty of Versailles,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Ypres,United States,Allied Powers,Support,782.66,200.11,2873.21,Balkans,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Ypres,Ottoman Empire,Central Powers,Support,497.32,465.42,1172.95,Balkans,Allied Victory,Treaty of Trianon,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Verdun,United States,Allied Powers,Expeditionary,822.98,222.74,1271.09,Air,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Gallipoli,Germany,Central Powers,Support,297.55,228.21,2508.42,Naval,Allied Victory,Armistice of 1918,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Caporetto,United States,Allied Powers,Support,659.76,211.63,462.88,Air,Allied Victory,Treaty of Sevres,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Somme,United Kingdom,Allied Powers,Naval,124.6,378.61,250.51,Eastern Front,Allied Victory,Treaty of Versailles,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Western Front,Caporetto,United States,Allied Powers,Belligerent,6.94,331.21,84.96,Western Front,Allied Victory,Treaty of Trianon,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Verdun,France,Allied Powers,Air,134.86,115.56,1603.05,Italian Front,Allied Victory,Treaty of Trianon,Enver Pasha,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
