conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Battle of Britain,Soviet Union,Allies,Expeditionary,640.5,225.79,3154.85,Atlantic,Allied Victory,Armistice,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Okinawa,France,Allies,Support,1052.64,979.61,774.21,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Okinawa,Soviet Union,Allies,Belligerent,658.24,98.94,3004.66,Pacific,Allied Victory,United Nations Charter,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,D-Day,Soviet Union,Allies,Expeditionary,789.96,4.4,1151.44,Atlantic,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Battle of Britain,Germany,Axis,Expeditionary,1205.58,863.94,1468.81,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,El Alamein,Poland,Allies,Naval,146.13,959.49,635.65,Asia,Allied Victory,Potsdam Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,D-Day,Germany,Axis,Naval,992.69,2.87,305.42,European,Allied Victory,Tehran Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Battle of Britain,Japan,Axis,Air,103.69,652.47,3519.32,North Africa,Allied Victory,United Nations Charter,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,El Alamein,Poland,Allies,Expeditionary,743.59,655.57,2434.45,Eastern Front,Allied Victory,United Nations Charter,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Stalingrad,United States,Allies,Air,402.23,711.24,4828.47,European,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Midway,France,Allies,Support,1107.84,478.52,3433.88,Atlantic,Allied Victory,Potsdam Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,El Alamein,Italy,Axis,Support,293.26,996.52,1653.65,North Africa,Allied Victory,Tehran Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,El Alamein,Germany,Axis,Naval,911.49,232.44,2630.29,Atlantic,Allied Victory,United Nations Charter,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Midway,Italy,Axis,Expeditionary,226.62,154.35,2356.7,Atlantic,Allied Victory,Potsdam Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Battle of Britain,Japan,Axis,Support,454.91,271.61,364.35,Eastern Front,Allied Victory,United Nations Charter,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Battle of Britain,France,Allies,Naval,1449.6,110.23,2775.07,Pacific,Allied Victory,Armistice,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Battle of Britain,France,Allies,Support,1079.24,668.41,112.86,North Africa,Allied Victory,United Nations Charter,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Barbarossa,Japan,Axis,Air,448.05,340.83,3537.86,Asia,Allied Victory,Armistice,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,Midway,United Kingdom,Allies,Air,1381.67,1104.44,1439.09,European,Allied Victory,United Nations Charter,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Barbarossa,China,Allies,Air,606.25,38.79,239.86,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Midway,Italy,Axis,Air,671.36,504.39,2671.23,Pacific,Allied Victory,Tehran Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,D-Day,Canada,Allies,Support,672.38,1197.2,4924.9,European,Allied Victory,Yalta Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Stalingrad,Japan,Axis,Support,419.03,539.81,3367.49,Eastern Front,Allied Victory,Tehran Conference,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,D-Day,Soviet Union,Allies,Expeditionary,1222.11,385.77,4660.12,Pacific,Allied Victory,United Nations Charter,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,El Alamein,Poland,Allies,Belligerent,803.0,1044.74,195.06,Asia,Allied Victory,Armistice,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,D-Day,Italy,Axis,Expeditionary,1336.03,420.19,4309.58,European,Allied Victory,Armistice,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,Stalingrad,Soviet Union,Allies,Expeditionary,429.48,1196.97,1840.83,European,Allied Victory,United Nations Charter,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,Okinawa,Poland,Allies,Expeditionary,296.37,162.81,1729.95,Atlantic,Allied Victory,Potsdam Conference,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Midway,Canada,Allies,Support,1181.19,527.31,388.28,Asia,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,D-Day,France,Allies,Support,118.28,360.46,4112.89,Pacific,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,El Alamein,Poland,Allies,Naval,921.39,1049.9,4775.08,Atlantic,Allied Victory,Armistice,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Battle of Britain,Germany,Axis,Air,849.09,515.14,4835.3,Eastern Front,Allied Victory,Armistice,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Midway,United Kingdom,Allies,Belligerent,1190.64,369.58,2164.4,Eastern Front,Allied Victory,Yalta Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,El Alamein,Japan,Axis,Expeditionary,22.72,916.71,465.78,European,Allied Victory,Tehran Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Midway,Italy,Axis,Expeditionary,134.55,1038.82,1040.51,European,Allied Victory,Armistice,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Midway,United Kingdom,Allies,Air,265.22,1178.98,179.24,Asia,Allied Victory,Armistice,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Midway,Japan,Axis,Expeditionary,247.9,738.09,2673.08,Pacific,Allied Victory,Yalta Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Okinawa,China,Allies,Support,248.15,715.71,1412.38,Pacific,Allied Victory,Potsdam Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,El Alamein,Germany,Axis,Expeditionary,994.04,785.37,4961.12,European,Allied Victory,United Nations Charter,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Barbarossa,Canada,Allies,Belligerent,428.35,151.64,3309.71,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,El Alamein,Japan,Axis,Naval,287.22,497.69,1196.71,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,El Alamein,United States,Allies,Air,964.44,740.2,761.27,Atlantic,Allied Victory,United Nations Charter,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Barbarossa,United Kingdom,Allies,Belligerent,339.27,472.58,3657.98,Asia,Allied Victory,Armistice,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,El Alamein,United Kingdom,Allies,Belligerent,809.2,683.31,2634.34,North Africa,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Battle of Britain,Italy,Axis,Expeditionary,1210.56,115.2,2495.65,Atlantic,Allied Victory,United Nations Charter,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Barbarossa,China,Allies,Naval,569.86,757.83,778.77,North Africa,Allied Victory,United Nations Charter,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Battle of Britain,Italy,Axis,Support,228.25,360.46,1913.36,Atlantic,Allied Victory,Potsdam Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Stalingrad,Italy,Axis,Expeditionary,866.67,1116.38,2007.37,Atlantic,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Battle of Britain,Italy,Axis,Naval,1206.5,1141.68,1518.24,Atlantic,Allied Victory,Yalta Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Iwo Jima,Poland,Allies,Support,873.04,812.38,1145.03,European,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Battle of Britain,Italy,Axis,Expeditionary,13.46,23.62,4102.49,Asia,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,El Alamein,Canada,Allies,Naval,816.98,388.4,3572.91,Pacific,Allied Victory,Potsdam Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Barbarossa,Italy,Axis,Belligerent,371.99,1022.55,4209.45,European,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Barbarossa,Canada,Allies,Expeditionary,910.9,953.97,2534.95,Eastern Front,Allied Victory,Tehran Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Barbarossa,United States,Allies,Naval,1122.04,108.14,4259.7,Asia,Allied Victory,Tehran Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Iwo Jima,Japan,Axis,Expeditionary,1142.02,919.27,4139.85,Pacific,Allied Victory,Armistice,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Iwo Jima,China,Allies,Support,1105.72,712.15,2220.3,North Africa,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Okinawa,Japan,Axis,Air,1123.73,539.34,2399.09,Asia,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Okinawa,China,Allies,Air,381.1,341.5,1329.54,European,Allied Victory,Armistice,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,Battle of Britain,France,Allies,Expeditionary,1280.55,512.67,672.68,Eastern Front,Allied Victory,Yalta Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,El Alamein,Italy,Axis,Expeditionary,166.97,1173.29,678.12,Asia,Allied Victory,Tehran Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Iwo Jima,Canada,Allies,Naval,707.39,474.23,758.43,Pacific,Allied Victory,Armistice,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Midway,Canada,Allies,Support,792.06,98.33,2527.96,Pacific,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Battle of Britain,France,Allies,Expeditionary,899.13,1140.02,3838.67,Atlantic,Allied Victory,United Nations Charter,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,El Alamein,Canada,Allies,Expeditionary,1256.68,1126.99,3607.02,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,D-Day,France,Allies,Air,853.69,238.15,3215.04,North Africa,Allied Victory,Yalta Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Battle of Britain,United States,Allies,Expeditionary,278.58,665.65,4558.69,North Africa,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Barbarossa,Germany,Axis,Air,71.38,73.7,665.74,Pacific,Allied Victory,Tehran Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,El Alamein,China,Allies,Support,451.76,940.17,2277.71,Asia,Allied Victory,Yalta Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,El Alamein,Poland,Allies,Naval,1393.88,885.14,2202.11,Atlantic,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,D-Day,Italy,Axis,Expeditionary,1171.68,843.62,4227.71,Asia,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
