issue_label,year,region,primary_parties,escalation_level,nuclear_risk,cyber_domain,economic_impact,confidence,probability_estimate,escalation_score,nuclear_score,cyber_score,prob_score,economic_score,raw_risk_score,risk_index,risk_tier,anomaly_flag,anomaly_score,predicted_tier_num,predicted_tier,cluster,archetype
India-Pakistan Escalation 2025,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,Severe,Global market impact,Medium,0.788,20,30,20,11.82,10,91.82,93.2,🔴 Critical,-1,-0.6139562342931508,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2025,Middle East,Venezuela; United States,Low,High,Low,Regional recession,Medium,0.305,5,30,5,4.58,7,51.58,46.0,🟡 Moderate,1,-0.5384633259722265,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2026,Middle East,China; Taiwan,High,None,Moderate,Global market impact,High,0.519,20,0,10,7.78,10,47.78,41.6,🟡 Moderate,1,-0.5321668281354717,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,Severe,Energy price spike,Low,0.717,25,30,20,10.76,5,90.76,91.9,🔴 Critical,1,-0.5863152598920571,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Moderate,High,Moderate,Global market impact,High,0.316,10,30,10,4.74,10,64.74,61.4,🟠 High,1,-0.5229410628164751,2,🟠 High,1,Direct Confrontation
Korean Peninsula Risk,2024,South Asia,India; Pakistan,Moderate,High,High,Global market impact,High,0.523,10,30,15,7.85,10,72.85,71.0,🟠 High,1,-0.5376858570119517,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2025,Latin America,India; Pakistan,Severe,None,Moderate,Regional recession,Medium,0.612,25,0,10,9.18,7,51.18,45.6,🟡 Moderate,1,-0.5258370721780529,1,🟡 Moderate,3,Nuclear Standoff
Taiwan Strait Stability,2025,Middle East,Venezuela; United States,High,Moderate,Moderate,Localized shock,High,0.587,20,20,10,8.8,2,60.8,56.8,🟠 High,1,-0.5215568538298511,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2024,Eastern Europe,India; Pakistan,High,Moderate,High,Localized shock,Medium,0.213,20,20,15,3.2,2,60.2,56.1,🟠 High,1,-0.5258227948756742,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2026,Latin America,Russia; Ukraine,Moderate,High,Severe,Energy price spike,Medium,0.132,10,30,20,1.98,5,66.98,64.1,🟠 High,1,-0.5359866060068887,2,🟠 High,1,Direct Confrontation
Taiwan Strait Stability,2026,Middle East,China; Taiwan,Low,Low,Low,Localized shock,Low,0.4,5,10,5,6.0,2,28.0,18.4,🟢 Low,1,-0.5603231278480982,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2025,East Asia,North Korea; South Korea,Severe,Low,Moderate,Regional recession,High,0.765,25,10,10,11.48,7,63.48,60.0,🟠 High,1,-0.5244100173861487,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2024,Latin America,North Korea; South Korea,Severe,Moderate,Low,Regional recession,High,0.818,25,20,5,12.27,7,69.27,66.8,🟠 High,1,-0.552269469699592,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2025,Middle East,North Korea; South Korea,High,Low,Moderate,Regional recession,Medium,0.227,20,10,10,3.4,7,50.4,44.6,🟡 Moderate,1,-0.48247380956913216,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,Middle East,Venezuela; United States,Moderate,High,Moderate,Energy price spike,Low,0.647,10,30,10,9.7,5,64.7,61.4,🟠 High,1,-0.5058535745038707,2,🟠 High,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Low,Energy price spike,Medium,0.224,5,0,5,3.36,5,18.36,7.1,🟢 Low,1,-0.578118759773173,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2025,South Asia,India; Pakistan,Severe,Low,Moderate,Localized shock,High,0.269,25,10,10,4.04,2,51.04,45.4,🟡 Moderate,1,-0.5377364996267083,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,High,Energy price spike,High,0.387,5,10,15,5.8,5,40.8,33.4,🟡 Moderate,1,-0.5010546538064193,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Regional recession,Low,0.502,20,10,5,7.53,7,49.53,43.6,🟡 Moderate,1,-0.4979217811597847,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2026,Latin America,China; Taiwan,Moderate,High,Severe,Global market impact,Low,0.492,10,30,20,7.38,10,77.38,76.3,🔴 Critical,1,-0.5686215726453933,3,🔴 Critical,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,South Asia,India; Pakistan,Severe,Moderate,Low,Regional recession,Low,0.722,25,20,5,10.83,7,67.83,65.1,🟠 High,1,-0.5269868992124007,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2026,Eastern Europe,China; Taiwan,High,Moderate,Moderate,Localized shock,High,0.452,20,20,10,6.78,2,58.78,54.5,🟠 High,1,-0.5252547669770135,2,🟠 High,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,Eastern Europe,China; Taiwan,High,Moderate,High,Global market impact,Low,0.718,20,20,15,10.77,10,75.77,74.4,🟠 High,1,-0.5358760055178197,2,🟠 High,0,Proxy War
Venezuela-US Tensions 2026,2026,Latin America,India; Pakistan,Low,Low,High,Localized shock,High,0.323,5,10,15,4.84,2,36.84,28.8,🟡 Moderate,1,-0.5329044473425669,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2026,Latin America,Venezuela; United States,Low,None,Moderate,Regional recession,Medium,0.624,5,0,10,9.36,7,31.36,22.3,🟢 Low,1,-0.5241603073369313,0,🟢 Low,2,Cyber-Dominant
Korean Peninsula Risk,2025,East Asia,Russia; Ukraine,High,None,High,Global market impact,Low,0.014,20,0,15,0.21,10,45.21,38.6,🟡 Moderate,1,-0.5666935405949276,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Low,Energy price spike,High,0.092,5,0,5,1.38,5,16.38,4.8,🟢 Low,-1,-0.5965715357080985,0,🟢 Low,1,Direct Confrontation
Russia-Ukraine Conflict,2025,Eastern Europe,India; Pakistan,Low,High,High,Energy price spike,Medium,0.151,5,30,15,2.26,5,57.26,52.7,🟠 High,1,-0.5256655127105239,2,🟠 High,1,Direct Confrontation
Russia-Ukraine Conflict,2026,Eastern Europe,Venezuela; United States,High,None,Moderate,Regional recession,Low,0.033,20,0,10,0.5,7,37.5,29.5,🟡 Moderate,1,-0.5519172375113921,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Low,High,Low,Global market impact,Medium,0.383,5,30,5,5.74,10,55.74,50.9,🟠 High,1,-0.5562206625730176,2,🟠 High,1,Direct Confrontation
Taiwan Strait Stability,2026,Latin America,China; Taiwan,Low,Low,High,Energy price spike,High,0.462,5,10,15,6.93,5,41.93,34.7,🟡 Moderate,1,-0.49793082207326117,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2024,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,High,High,Global market impact,Medium,0.762,5,30,15,11.43,10,71.43,69.3,🟠 High,1,-0.5637844064169649,2,🟠 High,2,Cyber-Dominant
Korean Peninsula Risk,2026,Eastern Europe,China; Taiwan,High,Low,Severe,Localized shock,High,0.251,20,10,20,3.76,2,55.76,50.9,🟠 High,1,-0.5328646850572661,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,Latin America,Russia; Ukraine,High,None,Severe,Regional recession,High,0.438,20,0,20,6.57,7,53.57,48.4,🟡 Moderate,1,-0.524431222457637,1,🟡 Moderate,0,Proxy War
India-Pakistan Escalation 2025,2026,Eastern Europe,Venezuela; United States,High,Low,High,Regional recession,High,0.55,20,10,15,8.25,7,60.25,56.2,🟠 High,1,-0.48585241308146665,2,🟠 High,0,Proxy War
Taiwan Strait Stability,2024,Eastern Europe,India; Pakistan,High,None,Moderate,Energy price spike,Medium,0.75,20,0,10,11.25,5,46.25,39.8,🟡 Moderate,1,-0.5284976992624076,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2026,East Asia,India; Pakistan,Moderate,None,Moderate,Localized shock,High,0.362,10,0,10,5.43,2,27.43,17.7,🟢 Low,1,-0.5487141771895698,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,High,Regional recession,High,0.285,5,10,15,4.27,7,41.27,33.9,🟡 Moderate,1,-0.48924259758569577,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2026,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Energy price spike,Medium,0.048,20,10,5,0.72,5,40.72,33.3,🟡 Moderate,1,-0.5384888773300781,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Eastern Europe,North Korea; South Korea,Moderate,Low,Severe,Global market impact,High,0.103,10,10,20,1.54,10,51.54,46.0,🟡 Moderate,1,-0.5463452574823059,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2024,Eastern Europe,India; Pakistan,Severe,Low,High,Localized shock,Medium,0.283,25,10,15,4.24,2,56.24,51.5,🟠 High,1,-0.5444905430735326,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2026,South Asia,Venezuela; United States,Low,High,High,Regional recession,Medium,0.455,5,30,15,6.82,7,63.82,60.4,🟠 High,1,-0.5054758660114035,2,🟠 High,2,Cyber-Dominant
Russia-Ukraine Conflict,2024,Eastern Europe,North Korea; South Korea,Moderate,Low,High,Global market impact,High,0.61,10,10,15,9.15,10,54.15,49.0,🟡 Moderate,1,-0.5137496674831122,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2025,East Asia,Venezuela; United States,High,Moderate,High,Energy price spike,Low,0.071,20,20,15,1.06,5,61.06,57.1,🟠 High,1,-0.5053107002417805,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2024,Eastern Europe,Venezuela; United States,Severe,Low,Moderate,Energy price spike,Medium,0.568,25,10,10,8.52,5,58.52,54.2,🟠 High,1,-0.5081425061229018,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Moderate,Energy price spike,High,0.822,25,20,10,12.33,5,72.33,70.3,🟠 High,1,-0.543487804497939,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2025,Eastern Europe,China; Taiwan,Severe,Low,Moderate,Energy price spike,High,0.098,25,10,10,1.47,5,51.47,45.9,🟡 Moderate,1,-0.530498940801721,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2024,South Asia,China; Taiwan,Low,Low,High,Energy price spike,High,0.237,5,10,15,3.56,5,38.56,30.8,🟡 Moderate,1,-0.5049180634841611,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2025,Eastern Europe,Venezuela; United States,Severe,None,High,Global market impact,Medium,0.239,25,0,15,3.58,10,53.58,48.4,🟡 Moderate,1,-0.5536473490557556,1,🟡 Moderate,0,Proxy War
India-Pakistan Escalation 2025,2024,Eastern Europe,China; Taiwan,Moderate,Low,High,Localized shock,Low,0.019,10,10,15,0.28,2,37.28,29.3,🟡 Moderate,1,-0.5529520721895287,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2025,South Asia,China; Taiwan,Severe,Moderate,High,Regional recession,Low,0.617,25,20,15,9.25,7,76.25,74.9,🟠 High,1,-0.5199567750084226,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2025,Latin America,Venezuela; United States,Moderate,Moderate,Moderate,Global market impact,Low,0.773,10,20,10,11.6,10,61.6,57.8,🟠 High,1,-0.5324898349617411,2,🟠 High,2,Cyber-Dominant
India-Pakistan Escalation 2025,2024,East Asia,North Korea; South Korea,Low,High,Severe,Localized shock,High,0.453,5,30,20,6.8,2,63.8,60.3,🟠 High,1,-0.5592909182050511,2,🟠 High,2,Cyber-Dominant
Korean Peninsula Risk,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,None,Severe,Energy price spike,Medium,0.11,25,0,20,1.65,5,51.65,46.1,🟡 Moderate,1,-0.5545314909417625,1,🟡 Moderate,0,Proxy War
Russia-Ukraine Conflict,2026,South Asia,India; Pakistan,High,None,High,Regional recession,High,0.251,20,0,15,3.76,7,45.76,39.2,🟡 Moderate,1,-0.504019272988985,1,🟡 Moderate,0,Proxy War
Korean Peninsula Risk,2025,Latin America,China; Taiwan,High,Low,Severe,Regional recession,High,0.778,20,10,20,11.67,7,68.67,66.1,🟠 High,1,-0.5378775259225255,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2025,South Asia,Venezuela; United States,High,Low,Severe,Global market impact,Medium,0.406,20,10,20,6.09,10,66.09,63.0,🟠 High,1,-0.5217460453148018,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2026,Middle East,Russia; Ukraine,Severe,Low,Low,Regional recession,Medium,0.15,25,10,5,2.25,7,49.25,43.3,🟡 Moderate,1,-0.5256330610945666,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2024,Middle East,North Korea; South Korea,Low,Low,Low,Regional recession,High,0.3,5,10,5,4.5,7,31.5,22.5,🟢 Low,1,-0.5302650874742568,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,Low,Regional recession,Medium,0.014,10,10,5,0.21,7,32.21,23.3,🟢 Low,1,-0.5695703921334005,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2024,Latin America,China; Taiwan,Low,High,Severe,Energy price spike,Medium,0.477,5,30,20,7.15,5,67.15,64.3,🟠 High,1,-0.5339446557579488,2,🟠 High,2,Cyber-Dominant
Israel-Arab Tensions,2026,Latin America,North Korea; South Korea,High,Moderate,Moderate,Global market impact,Medium,0.121,20,20,10,1.82,10,61.82,58.0,🟠 High,1,-0.5275260014078341,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2025,Middle East,Russia; Ukraine,High,High,High,Energy price spike,Medium,0.835,20,30,15,12.52,5,82.52,82.3,🔴 Critical,1,-0.5657353842387873,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2026,Middle East,India; Pakistan,Moderate,Low,High,Energy price spike,Medium,0.67,10,10,15,10.05,5,50.05,44.2,🟡 Moderate,1,-0.4865160232631385,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,None,Severe,Localized shock,Low,0.433,25,0,20,6.5,2,53.5,48.3,🟡 Moderate,1,-0.5707179135998391,1,🟡 Moderate,0,Proxy War
Taiwan Strait Stability,2026,Eastern Europe,China; Taiwan,High,Low,Severe,Global market impact,Medium,0.792,20,10,20,11.88,10,71.88,69.8,🟠 High,1,-0.559121521081173,2,🟠 High,0,Proxy War
Venezuela-US Tensions 2026,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,High,Global market impact,Medium,0.643,25,20,15,9.64,10,79.64,78.9,🔴 Critical,1,-0.5450701698027361,3,🔴 Critical,0,Proxy War
Korean Peninsula Risk,2025,South Asia,North Korea; South Korea,Low,Moderate,High,Regional recession,Medium,0.462,5,20,15,6.93,7,53.93,48.8,🟡 Moderate,1,-0.48859457856094113,1,🟡 Moderate,2,Cyber-Dominant
Russia-Ukraine Conflict,2026,Eastern Europe,India; Pakistan,Severe,Moderate,Low,Localized shock,Low,0.537,25,20,5,8.06,2,60.06,56.0,🟠 High,1,-0.5560891857654848,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2024,Middle East,China; Taiwan,Low,Moderate,Low,Localized shock,Medium,0.752,5,20,5,11.28,2,43.28,36.3,🟡 Moderate,1,-0.576841853088821,1,🟡 Moderate,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,East Asia,Russia; Ukraine,Low,Low,Severe,Regional recession,Medium,0.072,5,10,20,1.08,7,43.08,36.1,🟡 Moderate,1,-0.5416760676461393,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,High,Low,Localized shock,Medium,0.206,5,30,5,3.09,2,45.09,38.4,🟡 Moderate,1,-0.5703448559741887,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2026,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,Low,Global market impact,Medium,0.418,25,30,5,6.27,10,76.27,75.0,🔴 Critical,1,-0.5692832905165542,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2026,Middle East,Russia; Ukraine,Severe,Moderate,Low,Energy price spike,Medium,0.088,25,20,5,1.32,5,56.32,51.6,🟠 High,1,-0.5401406859284831,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2024,East Asia,Venezuela; United States,High,High,High,Localized shock,Medium,0.559,20,30,15,8.39,2,75.39,73.9,🟠 High,1,-0.5467010303535232,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2025,East Asia,India; Pakistan,Low,Low,Moderate,Global market impact,High,0.09,5,10,10,1.35,10,36.35,28.2,🟡 Moderate,1,-0.5516961657627509,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2024,South Asia,Russia; Ukraine,High,High,Moderate,Energy price spike,Low,0.598,20,30,10,8.97,5,73.97,72.3,🟠 High,1,-0.5182732130423321,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2026,Eastern Europe,Venezuela; United States,High,Moderate,Low,Regional recession,High,0.674,20,20,5,10.11,7,62.11,58.4,🟠 High,1,-0.5098543183968316,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2026,East Asia,Russia; Ukraine,Severe,Moderate,Low,Energy price spike,High,0.426,25,20,5,6.39,5,61.39,57.5,🟠 High,1,-0.5177779348936258,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,Severe,Localized shock,High,0.844,10,10,20,12.66,2,54.66,49.6,🟡 Moderate,1,-0.5809540654057841,1,🟡 Moderate,2,Cyber-Dominant
Korean Peninsula Risk,2025,East Asia,Venezuela; United States,Severe,High,High,Localized shock,High,0.712,25,30,15,10.68,2,82.68,82.5,🔴 Critical,1,-0.5764692332367193,3,🔴 Critical,0,Proxy War
Israel-Arab Tensions,2026,Eastern Europe,North Korea; South Korea,Low,Moderate,High,Regional recession,Low,0.197,5,20,15,2.96,7,49.96,44.1,🟡 Moderate,1,-0.5003074443299255,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,Latin America,North Korea; South Korea,Severe,None,High,Energy price spike,Low,0.336,25,0,15,5.04,5,50.04,44.2,🟡 Moderate,1,-0.5225552658309817,1,🟡 Moderate,0,Proxy War
Taiwan Strait Stability,2026,East Asia,Venezuela; United States,Moderate,None,High,Global market impact,Low,0.086,10,0,15,1.29,10,36.29,28.1,🟡 Moderate,1,-0.5544567178138515,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2026,South Asia,India; Pakistan,Severe,None,Severe,Regional recession,Medium,0.555,25,0,20,8.33,7,60.33,56.3,🟠 High,1,-0.5432760759589561,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2025,East Asia,North Korea; South Korea,High,Low,High,Localized shock,Medium,0.67,20,10,15,10.05,2,57.05,52.4,🟠 High,1,-0.5224486727649998,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2025,Latin America,Venezuela; United States,Moderate,None,High,Regional recession,Low,0.034,10,0,15,0.51,7,32.51,23.7,🟢 Low,1,-0.5389112208654047,0,🟢 Low,1,Direct Confrontation
Taiwan Strait Stability,2026,Middle East,North Korea; South Korea,Severe,Low,Severe,Regional recession,Medium,0.267,25,10,20,4.0,7,66.0,62.9,🟠 High,1,-0.5266956267362256,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2026,East Asia,India; Pakistan,Severe,Moderate,Severe,Localized shock,High,0.568,25,20,20,8.52,2,75.52,74.1,🟠 High,1,-0.5582619625631688,2,🟠 High,0,Proxy War
Venezuela-US Tensions 2026,2025,Latin America,North Korea; South Korea,High,Moderate,Low,Energy price spike,High,0.098,20,20,5,1.47,5,51.47,45.9,🟡 Moderate,1,-0.5203655137117295,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2026,East Asia,Venezuela; United States,High,Low,Severe,Global market impact,High,0.842,20,10,20,12.63,10,72.63,70.7,🟠 High,1,-0.5676065422599903,2,🟠 High,0,Proxy War
Taiwan Strait Stability,2024,Middle East,Russia; Ukraine,High,None,High,Localized shock,Low,0.556,20,0,15,8.34,2,45.34,38.7,🟡 Moderate,1,-0.5310990283605663,1,🟡 Moderate,0,Proxy War
India-Pakistan Escalation 2025,2026,Eastern Europe,Venezuela; United States,Severe,None,Low,Localized shock,Medium,0.769,25,0,5,11.54,2,43.54,36.6,🟡 Moderate,1,-0.583562009328046,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,High,Severe,Localized shock,High,0.807,5,30,20,12.1,2,69.1,66.6,🟠 High,-1,-0.5921853103396741,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2026,Latin America,China; Taiwan,Severe,High,High,Localized shock,Low,0.75,25,30,15,11.25,2,83.25,83.1,🔴 Critical,-1,-0.587971878553888,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2024,Middle East,India; Pakistan,Severe,None,Low,Global market impact,Medium,0.069,25,0,5,1.04,10,41.04,33.7,🟡 Moderate,-1,-0.6053169977147699,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2024,East Asia,China; Taiwan,Low,Moderate,Moderate,Regional recession,High,0.099,5,20,10,1.48,7,43.48,36.5,🟡 Moderate,1,-0.5166392243396624,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2024,South Asia,North Korea; South Korea,Moderate,High,Severe,Regional recession,Low,0.757,10,30,20,11.36,7,78.36,77.4,🔴 Critical,1,-0.5522290373591119,3,🔴 Critical,2,Cyber-Dominant
Venezuela-US Tensions 2026,2025,Eastern Europe,Venezuela; United States,Severe,High,Moderate,Global market impact,High,0.273,25,30,10,4.1,10,79.1,78.3,🔴 Critical,1,-0.5617686906348883,3,🔴 Critical,3,Nuclear Standoff
